0.125 1e-06 0.902737 7.72751e-06 1.29112e-05 0.0412175 0.0412175 0.032974 0.02676
0.125 1.25893e-06 0.892107 9.53086e-06 1.59142e-05 0.0411791 0.0411791 0.0329433 0.0245169
0.125 1.58489e-06 0.881477 1.17539e-05 1.96147e-05 0.0411518 0.0411518 0.0329214 0.0224311
0.125 1.99526e-06 0.870921 1.44941e-05 2.41743e-05 0.0411377 0.0411377 0.0329102 0.0204902
0.125 2.51189e-06 0.860507 1.78713e-05 2.97923e-05 0.0411387 0.0411387 0.0329109 0.0186973
0.125 3.16228e-06 0.850296 2.20333e-05 3.67143e-05 0.041156 0.041156 0.0329248 0.0170295
0.125 3.98107e-06 0.840347 2.71618e-05 4.52427e-05 0.0411906 0.0411906 0.0329525 0.0154886
0.125 5.01187e-06 0.830723 3.34807e-05 5.57503e-05 0.0412436 0.0412436 0.0329949 0.0140626
0.125 6.30957e-06 0.82149 4.12655e-05 6.86962e-05 0.0413162 0.0413162 0.0330529 0.0127448
0.125 7.94328e-06 0.812718 5.08552e-05 8.46463e-05 0.0414091 0.0414091 0.0331273 0.0115267
0.125 1e-05 0.804483 6.26673e-05 0.000104298 0.0415234 0.0415234 0.0332187 0.0104049
0.125 1.25893e-05 0.796863 7.72155e-05 0.000128511 0.04166 0.04166 0.033328 0.00937172
0.125 1.58489e-05 0.789943 9.51318e-05 0.000158346 0.0418195 0.0418195 0.0334556 0.00842114
0.125 1.99526e-05 0.783809 0.000117194 0.000195108 0.0420028 0.0420028 0.0336022 0.00754651
0.125 2.51189e-05 0.778556 0.00014436 0.00024041 0.0422103 0.0422103 0.0337682 0.00674744
0.125 3.16228e-05 0.774282 0.000177809 0.000296239 0.0424424 0.0424424 0.0339539 0.00601383
0.125 3.98107e-05 0.771088 0.00021899 0.000365047 0.0426995 0.0426995 0.0341596 0.00534426
0.125 5.01187e-05 0.76908 0.000269689 0.000449863 0.0429816 0.0429816 0.0343852 0.00473318
0.125 6.30957e-05 0.768369 0.000332107 0.00055442 0.0432885 0.0432885 0.0346308 0.00417673
0.125 7.94328e-05 0.769067 0.000408951 0.000683334 0.0436201 0.0436201 0.0348961 0.00367074
0.125 0.0001 0.771288 0.000503561 0.000842301 0.0439757 0.0439757 0.0351805 0.00321255
0.125 0.000125893 0.775144 0.000620052 0.00103836 0.0443545 0.0443545 0.0354836 0.00279829
0.125 0.000158489 0.780746 0.000763504 0.00128022 0.0447556 0.0447556 0.0358045 0.00242456
0.125 0.000199526 0.788201 0.00094019 0.00157862 0.0451777 0.0451777 0.0361421 0.00208784
0.125 0.000251189 0.797603 0.00115786 0.00194688 0.0456189 0.0456189 0.0364951 0.00178645
0.125 0.000316228 0.809037 0.00142612 0.00240144 0.0460773 0.0460773 0.0368618 0.00151616
0.125 0.000398107 0.822565 0.00175687 0.00296266 0.0465503 0.0465503 0.0372402 0.00127507
0.125 0.000501187 0.838228 0.00216488 0.00365571 0.0470347 0.0470347 0.0376278 0.00106053
0.125 0.000630957 0.856029 0.00266858 0.00451174 0.0475267 0.0475267 0.0380213 0.000870108
0.125 0.000794328 0.875934 0.00329094 0.00556928 0.0480211 0.0480211 0.0384168 0.000701969
0.125 0.001 0.897851 0.00406074 0.00687598 0.0485116 0.0485116 0.0388093 0.000554439
0.125 0.00125893 0.921625 0.00501418 0.00849068 0.0489903 0.0489903 0.0391922 0.000426023
0.125 0.00158489 0.947023 0.00619693 0.010486 0.0494468 0.0494468 0.0395575 0.000315809
0.125 0.00199526 0.973716 0.0076669 0.0129515 0.0498682 0.0498682 0.0398945 0.000223212
0.125 0.00251189 1.00127 0.00949794 0.015997 0.0502378 0.0502378 0.0401902 0.00014812
0.125 0.00316228 1.0291 0.0117847 0.0197573 0.0505351 0.0505351 0.0404281 9.01005e-05
0.125 0.00398107 1.05652 0.014649 0.0243968 0.0507347 0.0507347 0.0405878 4.85729e-05
0.125 0.00501187 1.08265 0.0182491 0.0301146 0.050806 0.050806 0.0406448 2.20237e-05
0.125 0.00630957 1.10644 0.0227909 0.0371503 0.0507128 0.0507128 0.0405702 7.72224e-06
0.125 0.00794328 1.12669 0.0285446 0.0457888 0.0504134 0.0504134 0.0403307 1.76725e-06
0.125 0.01 1.14202 0.0358653 0.0563635 0.0498615 0.0498615 0.0398892 1.81673e-07
0.125 0.0125893 1.15092 0.0452217 0.0692568 0.0490079 0.0490079 0.0392063 2.41444e-09
0.125 0.0158489 1.15175 0.0572327 0.0848931 0.0478025 0.0478025 0.038242 0
0.125 0.0199526 1.14289 0.0727143 0.103722 0.0461986 0.0461986 0.0369589 0
0.125 0.0251189 1.12277 0.0927368 0.126182 0.0441574 0.0441574 0.0353259 0
0.125 0.0316228 1.09003 0.11869 0.15264 0.0416538 0.0416538 0.033323 0
0.125 0.0398107 1.04368 0.15235 0.183286 0.0386825 0.0386825 0.030946 0
0.125 0.0501187 0.983272 0.195924 0.217977 0.0352645 0.0352645 0.0282116 0
0.125 0.0630957 0.909036 0.252041 0.256011 0.0314517 0.0314517 0.0251613 0
0.125 0.0794328 0.822041 0.323608 0.295817 0.0273297 0.0273297 0.0218638 0
0.125 0.1 0.724253 0.413408 0.334597 0.0230177 0.0230177 0.0184142 0
0.125 0.125893 0.618526 0.523231 0.367968 0.018664 0.018664 0.0149312 0
0.125 0.158489 0.508518 0.652235 0.389778 0.0144379 0.0144379 0.0115503 0
0.125 0.199526 0.398541 0.794173 0.392429 0.0105178 0.0105178 0.0084142 0
0.125 0.251189 0.293364 0.933255 0.368199 0.00707612 0.00707612 0.00566089 0
0.125 0.316228 0.198018 1.03906 0.312194 0.00426184 0.00426184 0.00340948 0
0.125 0.398107 0.117543 1.06302 0.227161 0.00217779 0.00217779 0.00174223 0
0.125 0.501187 0.0565309 0.944123 0.128729 0.000851077 0.000851077 0.000680862 0
0.125 0.630957 0.0181783 0.641448 0.045717 0.000198025 0.000198025 0.00015842 0
0.125 0.794328 0.00213852 0.223683 0.00511401 1.3168e-05 1.3168e-05 1.05344e-05 0
0.125 1 0 0 0 0 0 0 0
0.25 1e-06 3.27397 2.22147e-05 3.33748e-05 0.145289 0.145289 0.116231 0.0679787
0.25 1.25893e-06 3.26315 2.71669e-05 4.07338e-05 0.144706 0.144706 0.115765 0.0624996
0.25 1.58489e-06 3.25053 3.32172e-05 4.97059e-05 0.144113 0.144113 0.115291 0.0573939
0.25 1.99526e-06 3.23592 4.06079e-05 6.0642e-05 0.143509 0.143509 0.114807 0.0526315
0.25 2.51189e-06 3.21924 4.96341e-05 7.39694e-05 0.142894 0.142894 0.114315 0.0482219
0.25 3.16228e-06 3.20048 6.06556e-05 9.02074e-05 0.142272 0.142272 0.113818 0.0441099
0.25 3.98107e-06 3.17969 7.41109e-05 0.000109987 0.141648 0.141648 0.113319 0.0403009
0.25 5.01187e-06 3.15693 9.0534e-05 0.000134076 0.141028 0.141028 0.112822 0.0367665
0.25 6.30957e-06 3.13227 0.000110576 0.000163407 0.140417 0.140417 0.112334 0.0334897
0.25 7.94328e-06 3.10582 0.000135028 0.000199111 0.139821 0.139821 0.111857 0.0304509
0.25 1e-05 3.07769 0.000164855 0.000242563 0.139247 0.139247 0.111398 0.0276444
0.25 1.25893e-05 3.04803 0.000201231 0.000295434 0.138702 0.138702 0.110961 0.0250515
0.25 1.58489e-05 3.017 0.000245584 0.00035975 0.138192 0.138192 0.110553 0.0226569
0.25 1.99526e-05 2.98477 0.000299652 0.000437968 0.137724 0.137724 0.110179 0.0204445
0.25 2.51189e-05 2.95154 0.00036555 0.000533074 0.137305 0.137305 0.109844 0.0184142
0.25 3.16228e-05 2.91751 0.000445849 0.000648684 0.136942 0.136942 0.109553 0.0165418
0.25 3.98107e-05 2.88292 0.000543677 0.000789186 0.13664 0.13664 0.109312 0.0148255
0.25 5.01187e-05 2.84798 0.000662835 0.000959897 0.136407 0.136407 0.109126 0.0132517
0.25 6.30957e-05 2.81295 0.000807946 0.00116726 0.136247 0.136247 0.108997 0.0118108
0.25 7.94328e-05 2.77808 0.000984632 0.00141909 0.136164 0.136164 0.108931 0.0104918
0.25 0.0001 2.74361 0.00119973 0.00172483 0.136162 0.136162 0.108929 0.00929014
0.25 0.000125893 2.70978 0.00146154 0.00209594 0.136241 0.136241 0.108993 0.00819623
0.25 0.000158489 2.67685 0.00178018 0.00254627 0.136404 0.136404 0.109123 0.00720227
0.25 0.000199526 2.64503 0.00216795 0.00309257 0.136647 0.136647 0.109318 0.0063001
0.25 0.000251189 2.61453 0.0026398 0.00375512 0.136967 0.136967 0.109573 0.00548665
0.25 0.000316228 2.58552 0.00321398 0.0045584 0.137356 0.137356 0.109885 0.00475162
0.25 0.000398107 2.55814 0.00391269 0.00553197 0.137805 0.137805 0.110244 0.0040913
0.25 0.000501187 2.53249 0.00476303 0.00671152 0.1383 0.1383 0.11064 0.00349871
0.25 0.000630957 2.50859 0.00579812 0.00814004 0.138822 0.138822 0.111058 0.00296838
0.25 0.000794328 2.4864 0.00705845 0.00986929 0.139349 0.139349 0.111479 0.00249438
0.25 0.001 2.46578 0.00859363 0.0119614 0.139851 0.139851 0.111881 0.00207314
0.25 0.00125893 2.44649 0.0104646 0.0144911 0.140292 0.140292 0.112234 0.00169938
